P0,P1,
207824,207828,
104160,104160,
208024,208028,
104164,104164,
208224,208228,
104168,104168,
208424,208428,
104172,104172,
208624,208628,
104176,104176,
208824,208828,
104180,104180,
209024,209028,
104184,104184,
209224,209228,
104188,104188,
209424,209428,
104192,104192,
209624,209628,
104196,104196,
209824,209828,
304024,304028,
104000,104000,
200032,200036,
104004,104004,
200232,200236,
104008,104008,
200432,200436,
104012,104012,
200632,200636,
104016,104016,
200832,200836,
104020,104020,
201032,201036,
104024,104024,
201232,201236,
104028,104028,
201432,201436,
104032,104032,
201632,201636,
104036,104036,
201832,201836,
104040,104040,
202032,202036,
104044,104044,
202232,202236,
104048,104048,
202432,202436,
104052,104052,
202632,202636,
104056,104056,
202832,202836,
104060,104060,
203032,203036,
104064,104064,
203232,203236,
104068,104068,
203432,203436,
104072,104072,
203632,203636,
104076,104076,
203832,203836,
104080,104080,
204032,204036,
104084,104084,
204232,204236,
104088,104088,
204432,204436,
104092,104092,
204632,204636,
104096,104096,
204832,204836,
104100,104100,
205032,205036,
104104,104104,
205232,205236,
104108,104108,
205432,205436,
104112,104112,
205632,205636,
104116,104116,
205832,205836,
104120,104120,
206032,206036,
104124,104124,
206232,206236,
104128,104128,
206432,206436,
104132,104132,
206632,206636,
104136,104136,
206832,206836,
104140,104140,
207032,207036,
104144,104144,
207232,207236,
104148,104148,
207432,207436,
104152,104152,
207632,207636,
104156,104156,
207832,207836,
104160,104160,
208032,208036,
104164,104164,
208232,208236,
104168,104168,
208432,208436,
104172,104172,
208632,208636,
104176,104176,
208832,208836,
104180,104180,
209032,209036,
104184,104184,
209232,209236,
104188,104188,
209432,209436,
104192,104192,
209632,209636,
104196,104196,
209832,209836,
304032,304036,
104000,104000,
200040,200044,
104004,104004,
200240,200244,
104008,104008,
200440,200444,
104012,104012,
200640,200644,
104016,104016,
200840,200844,
104020,104020,
201040,201044,
104024,104024,
201240,201244,
104028,104028,
201440,201444,
104032,104032,
201640,201644,
104036,104036,
201840,201844,
104040,104040,
202040,202044,
104044,104044,
202240,202244,
104048,104048,
202440,202444,
104052,104052,
202640,202644,
104056,104056,
202840,202844,
104060,104060,
203040,203044,
104064,104064,
203240,203244,
104068,104068,
203440,203444,
104072,104072,
203640,203644,
104076,104076,
203840,203844,
104080,104080,
204040,204044,
104084,104084,
204240,204244,
104088,104088,
204440,204444,
104092,104092,
204640,204644,
104096,104096,
204840,204844,
104100,104100,
205040,205044,
104104,104104,
205240,205244,
104108,104108,
205440,205444,
104112,104112,
205640,205644,
104116,104116,
205840,205844,
104120,104120,
206040,206044,
104124,104124,
206240,206244,
104128,104128,
206440,206444,
104132,104132,
206640,206644,
104136,104136,
206840,206844,
104140,104140,
207040,207044,
104144,104144,
207240,207244,
104148,104148,
207440,207444,
104152,104152,
207640,207644,
104156,104156,
207840,207844,
104160,104160,
208040,208044,
104164,104164,
208240,208244,
104168,104168,
208440,208444,
104172,104172,
208640,208644,
104176,104176,
208840,208844,
104180,104180,
209040,209044,
104184,104184,
209240,209244,
104188,104188,
209440,209444,
104192,104192,
209640,209644,
104196,104196,
209840,209844,
304040,304044,
104000,104000,
200048,200052,
104004,104004,
200248,200252,
104008,104008,
200448,200452,
104012,104012,
200648,200652,
104016,104016,
200848,200852,
104020,104020,
201048,201052,
104024,104024,
201248,201252,
104028,104028,
201448,201452,
104032,104032,
201648,201652,
104036,104036,
201848,201852,
104040,104040,
202048,202052,
104044,104044,
202248,202252,
104048,104048,
202448,202452,
104052,104052,
202648,202652,
104056,104056,
202848,202852,
104060,104060,
203048,203052,
104064,104064,
203248,203252,
104068,104068,
203448,203452,
104072,104072,
203648,203652,
104076,104076,
203848,203852,
104080,104080,
204048,204052,
104084,104084,
204248,204252,
104088,104088,
204448,204452,
104092,104092,
204648,204652,
104096,104096,
204848,204852,
104100,104100,
205048,205052,
104104,104104,
205248,205252,
104108,104108,
205448,205452,
104112,104112,
205648,205652,
104116,104116,
205848,205852,
104120,104120,
206048,206052,
104124,104124,
206248,206252,
104128,104128,
206448,206452,
104132,104132,
206648,206652,
104136,104136,
206848,206852,
104140,104140,
207048,207052,
104144,104144,
207248,207252,
104148,104148,
207448,207452,
104152,104152,
207648,207652,
104156,104156,
207848,207852,
104160,104160,
208048,208052,
104164,104164,
208248,208252,
104168,104168,
208448,208452,
104172,104172,
208648,208652,
104176,104176,
208848,208852,
104180,104180,
209048,209052,
104184,104184,
209248,209252,
104188,104188,
209448,209452,
104192,104192,
209648,209652,
104196,104196,
209848,209852,
304048,304052,
104000,104000,
200056,200060,
104004,104004,
200256,200260,
104008,104008,
200456,200460,
104012,104012,
200656,200660,
104016,104016,
200856,200860,
104020,104020,
201056,201060,
104024,104024,
201256,201260,
104028,104028,
201456,201460,
104032,104032,
201656,201660,
104036,104036,
201856,201860,
104040,104040,
202056,202060,
104044,104044,
202256,202260,
104048,104048,
202456,202460,
104052,104052,
202656,202660,
104056,104056,
202856,202860,
104060,104060,
203056,203060,
104064,104064,
203256,203260,
104068,104068,
203456,203460,
104072,104072,
203656,203660,
104076,104076,
203856,203860,
104080,104080,
204056,204060,
104084,104084,
204256,204260,
104088,104088,
204456,204460,
104092,104092,
204656,204660,
104096,104096,
204856,204860,
104100,104100,
205056,205060,
104104,104104,
205256,205260,
104108,104108,
205456,205460,
104112,104112,
205656,205660,
104116,104116,
205856,205860,
104120,104120,
206056,206060,
104124,104124,
206256,206260,
104128,104128,
206456,206460,
104132,104132,
206656,206660,
104136,104136,
206856,206860,
104140,104140,
207056,207060,
104144,104144,
207256,207260,
104148,104148,
207456,207460,
104152,104152,
207656,207660,
104156,104156,
207856,207860,
104160,104160,
208056,208060,
104164,104164,
208256,208260,
104168,104168,
208456,208460,
104172,104172,
208656,208660,
104176,104176,
208856,208860,
104180,104180,
209056,209060,
104184,104184,
209256,209260,
104188,104188,
209456,209460,
104192,104192,
209656,209660,
104196,104196,
209856,209860,
304056,304060,
104000,104000,
200064,200068,
104004,104004,
200264,200268,
104008,104008,
200464,200468,
104012,104012,
200664,200668,
104016,104016,
200864,200868,
104020,104020,
201064,201068,
104024,104024,
201264,201268,
104028,104028,
201464,201468,
104032,104032,
201664,201668,
104036,104036,
201864,201868,
104040,104040,
202064,202068,
104044,104044,
202264,202268,
104048,104048,
202464,202468,
104052,104052,
202664,202668,
104056,104056,
202864,202868,
104060,104060,
203064,203068,
104064,104064,
203264,203268,
104068,104068,
203464,203468,
104072,104072,
203664,203668,
104076,104076,
203864,203868,
104080,104080,
204064,204068,
104084,104084,
204264,204268,
104088,104088,
204464,204468,
104092,104092,
204664,204668,
104096,104096,
204864,204868,
104100,104100,
205064,205068,
104104,104104,
205264,205268,
104108,104108,
205464,205468,
104112,104112,
205664,205668,
104116,104116,
205864,205868,
104120,104120,
206064,206068,
104124,104124,
206264,206268,
104128,104128,
206464,206468,
104132,104132,
206664,206668,
104136,104136,
206864,206868,
104140,104140,
207064,207068,
104144,104144,
207264,207268,
104148,104148,
207464,207468,
104152,104152,
207664,207668,
104156,104156,
207864,207868,
104160,104160,
208064,208068,
104164,104164,
208264,208268,
104168,104168,
208464,208468,
104172,104172,
208664,208668,
104176,104176,
208864,208868,
104180,104180,
209064,209068,
104184,104184,
209264,209268,
104188,104188,
209464,209468,
104192,104192,
209664,209668,
104196,104196,
209864,209868,
304064,304068,
104000,104000,
200072,200076,
104004,104004,
200272,200276,
104008,104008,
200472,200476,
104012,104012,
200672,200676,
104016,104016,
200872,200876,
104020,104020,
201072,201076,
104024,104024,
201272,201276,
104028,104028,
201472,201476,
104032,104032,
201672,201676,
104036,104036,
201872,201876,
104040,104040,
202072,202076,
104044,104044,
202272,202276,
104048,104048,
202472,202476,
104052,104052,
202672,202676,
104056,104056,
202872,202876,
104060,104060,
203072,203076,
104064,104064,
203272,203276,
104068,104068,
203472,203476,
104072,104072,
203672,203676,
104076,104076,
203872,203876,
104080,104080,
204072,204076,
104084,104084,
204272,204276,
104088,104088,
204472,204476,
104092,104092,
204672,204676,
104096,104096,
204872,204876,
104100,104100,
205072,205076,
104104,104104,
205272,205276,
104108,104108,
205472,205476,
104112,104112,
205672,205676,
104116,104116,
205872,205876,
104120,104120,
206072,206076,
104124,104124,
206272,206276,
104128,104128,
206472,206476,
104132,104132,
206672,206676,
104136,104136,
206872,206876,
104140,104140,
207072,207076,
104144,104144,
207272,207276,
104148,104148,
207472,207476,
104152,104152,
207672,207676,
104156,104156,
207872,207876,
104160,104160,
208072,208076,
104164,104164,
208272,208276,
104168,104168,
208472,208476,
104172,104172,
208672,208676,
104176,104176,
208872,208876,
104180,104180,
209072,209076,
104184,104184,
209272,209276,
104188,104188,
209472,209476,
104192,104192,
209672,209676,
104196,104196,
209872,209876,
304072,304076,
104000,104000,
200080,200084,
104004,104004,
200280,200284,
104008,104008,
200480,200484,
104012,104012,
200680,200684,
104016,104016,
200880,200884,
104020,104020,
201080,201084,
104024,104024,
201280,201284,
104028,104028,
201480,201484,
104032,104032,
201680,201684,
104036,104036,
201880,201884,
104040,104040,
202080,202084,
104044,104044,
202280,202284,
104048,104048,
202480,202484,
104052,104052,
202680,202684,
104056,104056,
202880,202884,
104060,104060,
203080,203084,
104064,104064,
203280,203284,
104068,104068,
203480,203484,
104072,104072,
203680,203684,
104076,104076,
203880,203884,
104080,104080,
204080,204084,
104084,104084,
204280,204284,
104088,104088,
204480,204484,
104092,104092,
204680,204684,
104096,104096,
204880,204884,
104100,104100,
205080,205084,
104104,104104,
205280,205284,
104108,104108,
205480,205484,
104112,104112,
205680,205684,
104116,104116,
205880,205884,
104120,104120,
206080,206084,
104124,104124,
206280,206284,
104128,104128,
206480,206484,
104132,104132,
206680,206684,
104136,104136,
206880,206884,
104140,104140,
207080,207084,
104144,104144,
207280,207284,
104148,104148,
207480,207484,
104152,104152,
207680,207684,
104156,104156,
207880,207884,
104160,104160,
208080,208084,
104164,104164,
208280,208284,
104168,104168,
208480,208484,
104172,104172,
208680,208684,
104176,104176,
208880,208884,
104180,104180,
209080,209084,
104184,104184,
209280,209284,
104188,104188,
209480,209484,
104192,104192,
209680,209684,
104196,104196,
209880,209884,
304080,304084,
104000,104000,
200088,200092,
104004,104004,
200288,200292,
104008,104008,
200488,200492,
104012,104012,
200688,200692,
104016,104016,
200888,200892,
104020,104020,
201088,201092,
104024,104024,
201288,201292,
104028,104028,
201488,201492,
104032,104032,
201688,201692,
104036,104036,
201888,201892,
104040,104040,
202088,202092,
104044,104044,
202288,202292,
104048,104048,
202488,202492,
104052,104052,
202688,202692,
104056,104056,
202888,202892,
104060,104060,
203088,203092,
104064,104064,
203288,203292,
104068,104068,
203488,203492,
104072,104072,
203688,203692,
104076,104076,
203888,203892,
104080,104080,
204088,204092,
104084,104084,
204288,204292,
104088,104088,
204488,204492,
104092,104092,
204688,204692,
104096,104096,
204888,204892,
104100,104100,
205088,205092,
104104,104104,
205288,205292,
104108,104108,
205488,205492,
104112,104112,
205688,205692,
104116,104116,
205888,205892,
104120,104120,
206088,206092,
104124,104124,
206288,206292,
104128,104128,
206488,206492,
104132,104132,
206688,206692,
104136,104136,
206888,206892,
104140,104140,
207088,207092,
104144,104144,
207288,207292,
104148,104148,
207488,207492,
104152,104152,
207688,207692,
104156,104156,
207888,207892,
104160,104160,
208088,208092,
104164,104164,
208288,208292,
104168,104168,
208488,208492,
104172,104172,
208688,208692,
104176,104176,
208888,208892,
104180,104180,
209088,209092,
104184,104184,
209288,209292,
104188,104188,
209488,209492,
104192,104192,
209688,209692,
104196,104196,
209888,209892,
304088,304092,
104000,104000,
200096,200100,
104004,104004,
200296,200300,
104008,104008,
200496,200500,
104012,104012,
200696,200700,
104016,104016,
200896,200900,
104020,104020,
201096,201100,
104024,104024,
201296,201300,
104028,104028,
201496,201500,
104032,104032,
201696,201700,
104036,104036,
201896,201900,
104040,104040,
202096,202100,
104044,104044,
202296,202300,
104048,104048,
202496,202500,
104052,104052,
202696,202700,
104056,104056,
202896,202900,
104060,104060,
203096,203100,
104064,104064,
203296,203300,
104068,104068,
203496,203500,
104072,104072,
203696,203700,
104076,104076,
203896,203900,
104080,104080,
204096,204100,
104084,104084,
204296,204300,
104088,104088,
204496,204500,
104092,104092,
204696,204700,
104096,104096,
204896,204900,
104100,104100,
205096,205100,
104104,104104,
205296,205300,
104108,104108,
205496,205500,
104112,104112,
205696,205700,
104116,104116,
205896,205900,
104120,104120,
206096,206100,
104124,104124,
206296,206300,
104128,104128,
206496,206500,
104132,104132,
206696,206700,
104136,104136,
206896,206900,
104140,104140,
207096,207100,
104144,104144,
207296,207300,
104148,104148,
207496,207500,
104152,104152,
207696,207700,
104156,104156,
207896,207900,
104160,104160,
208096,208100,
104164,104164,
208296,208300,
104168,104168,
208496,208500,
104172,104172,
208696,208700,
104176,104176,
208896,208900,
104180,104180,
209096,209100,
104184,104184,
209296,209300,
104188,104188,
209496,209500,
104192,104192,
209696,209700,
104196,104196,
209896,209900,
304096,304100,
104000,104000,
200104,200108,
104004,104004,
200304,200308,
104008,104008,
200504,200508,
104012,104012,
200704,200708,
104016,104016,
200904,200908,
104020,104020,
201104,201108,
104024,104024,
201304,201308,
104028,104028,
201504,201508,
104032,104032,
201704,201708,
104036,104036,
201904,201908,
104040,104040,
202104,202108,
104044,104044,
202304,202308,
104048,104048,
202504,202508,
104052,104052,
202704,202708,
104056,104056,
202904,202908,
104060,104060,
203104,203108,
104064,104064,
203304,203308,
104068,104068,
203504,203508,
104072,104072,
203704,203708,
104076,104076,
203904,203908,
104080,104080,
204104,204108,
104084,104084,
204304,204308,
104088,104088,
204504,204508,
104092,104092,
204704,204708,
104096,104096,
204904,204908,
104100,104100,
205104,205108,
104104,104104,
205304,205308,
104108,104108,
205504,205508,
104112,104112,
205704,205708,
104116,104116,
205904,205908,
104120,104120,
206104,206108,
104124,104124,
206304,206308,
104128,104128,
206504,206508,
104132,104132,
206704,206708,
104136,104136,
206904,206908,
104140,104140,
207104,207108,
104144,104144,
207304,207308,
104148,104148,
207504,207508,
104152,104152,
207704,207708,
104156,104156,
207904,207908,
104160,104160,
208104,208108,
104164,104164,
208304,208308,
104168,104168,
208504,208508,
104172,104172,
208704,208708,
104176,104176,
208904,208908,
104180,104180,
209104,209108,
104184,104184,
209304,209308,
104188,104188,
209504,209508,
104192,104192,
209704,209708,
104196,104196,
209904,209908,
304104,304108,
104000,104000,
200112,200116,
104004,104004,
200312,200316,
104008,104008,
200512,200516,
104012,104012,
200712,200716,
104016,104016,
200912,200916,
104020,104020,
201112,201116,
104024,104024,
201312,201316,
104028,104028,
201512,201516,
104032,104032,
201712,201716,
104036,104036,
201912,201916,
104040,104040,
202112,202116,
104044,104044,
202312,202316,
104048,104048,
202512,202516,
104052,104052,
202712,202716,
104056,104056,
202912,202916,
104060,104060,
203112,203116,
104064,104064,
203312,203316,
104068,104068,
203512,203516,
104072,104072,
203712,203716,
104076,104076,
203912,203916,
104080,104080,
204112,204116,
104084,104084,
204312,204316,
104088,104088,
204512,204516,
104092,104092,
204712,204716,
104096,104096,
204912,204916,
104100,104100,
205112,205116,
104104,104104,
205312,205316,
104108,104108,
205512,205516,
104112,104112,
205712,205716,
104116,104116,
205912,205916,
104120,104120,
206112,206116,
104124,104124,
206312,206316,
104128,104128,
206512,206516,
104132,104132,
206712,206716,
104136,104136,
206912,206916,
104140,104140,
207112,207116,
104144,104144,
207312,207316,
104148,104148,
207512,207516,
104152,104152,
207712,207716,
104156,104156,
207912,207916,
104160,104160,
208112,208116,
104164,104164,
208312,208316,
104168,104168,
208512,208516,
104172,104172,
208712,208716,
104176,104176,
208912,208916,
104180,104180,
209112,209116,
104184,104184,
209312,209316,
104188,104188,
209512,209516,
104192,104192,
209712,209716,
104196,104196,
209912,209916,
304112,304116,
104000,104000,
200120,200124,
104004,104004,
200320,200324,
104008,104008,
200520,200524,
104012,104012,
200720,200724,
104016,104016,
200920,200924,
104020,104020,
201120,201124,
104024,104024,
201320,201324,
104028,104028,
201520,201524,
104032,104032,
201720,201724,
104036,104036,
201920,201924,
104040,104040,
202120,202124,
104044,104044,
202320,202324,
104048,104048,
202520,202524,
104052,104052,
202720,202724,
104056,104056,
202920,202924,
104060,104060,
203120,203124,
104064,104064,
203320,203324,
104068,104068,
203520,203524,
104072,104072,
203720,203724,
104076,104076,
203920,203924,
104080,104080,
204120,204124,
104084,104084,
204320,204324,
104088,104088,
204520,204524,
104092,104092,
204720,204724,
104096,104096,
204920,204924,
104100,104100,
205120,205124,
104104,104104,
205320,205324,
104108,104108,
205520,205524,
104112,104112,
205720,205724,
104116,104116,
205920,205924,
104120,104120,
206120,206124,
104124,104124,
206320,206324,
104128,104128,
206520,206524,
104132,104132,
206720,206724,
104136,104136,
206920,206924,
104140,104140,
207120,207124,
104144,104144,
207320,207324,
104148,104148,
207520,207524,
104152,104152,
207720,207724,
104156,104156,
207920,207924,
104160,104160,
208120,208124,
104164,104164,
208320,208324,
104168,104168,
208520,208524,
104172,104172,
208720,208724,
104176,104176,
208920,208924,
104180,104180,
209120,209124,
104184,104184,
209320,209324,
104188,104188,
209520,209524,
104192,104192,
209720,209724,
104196,104196,
209920,209924,
304120,304124,
104000,104000,
200128,200132,
104004,104004,
200328,200332,
104008,104008,
200528,200532,
104012,104012,
200728,200732,
104016,104016,
200928,200932,
104020,104020,
201128,201132,
104024,104024,
201328,201332,
104028,104028,
201528,201532,
104032,104032,
201728,201732,
104036,104036,
201928,201932,
104040,104040,
202128,202132,
104044,104044,
202328,202332,
104048,104048,
202528,202532,
104052,104052,
202728,202732,
104056,104056,
202928,202932,
104060,104060,
203128,203132,
104064,104064,
203328,203332,
104068,104068,
203528,203532,
104072,104072,
203728,203732,
104076,104076,
203928,203932,
104080,104080,
204128,204132,
104084,104084,
204328,204332,
104088,104088,
204528,204532,
104092,104092,
204728,204732,
104096,104096,
204928,204932,
104100,104100,
205128,205132,
104104,104104,
205328,205332,
104108,104108,
205528,205532,
104112,104112,
205728,205732,
104116,104116,
205928,205932,
104120,104120,
206128,206132,
104124,104124,
206328,206332,
104128,104128,
206528,206532,
104132,104132,
206728,206732,
104136,104136,
206928,206932,
104140,104140,
207128,207132,
104144,104144,
207328,207332,
104148,104148,
207528,207532,
104152,104152,
207728,207732,
104156,104156,
207928,207932,
104160,104160,
208128,208132,
104164,104164,
208328,208332,
104168,104168,
208528,208532,
104172,104172,
208728,208732,
104176,104176,
208928,208932,
104180,104180,
209128,209132,
104184,104184,
209328,209332,
104188,104188,
209528,209532,
104192,104192,
209728,209732,
104196,104196,
209928,209932,
304128,304132,
104000,104000,
200136,200140,
104004,104004,
200336,200340,
104008,104008,
200536,200540,
104012,104012,
200736,200740,
104016,104016,
200936,200940,
104020,104020,
201136,201140,
104024,104024,
201336,201340,
104028,104028,
201536,201540,
104032,104032,
201736,201740,
104036,104036,
201936,201940,
104040,104040,
202136,202140,
104044,104044,
202336,202340,
104048,104048,
202536,202540,
104052,104052,
202736,202740,
104056,104056,
202936,202940,
104060,104060,
203136,203140,
104064,104064,
203336,203340,
104068,104068,
203536,203540,
104072,104072,
203736,203740,
104076,104076,
203936,203940,
104080,104080,
204136,204140,
104084,104084,
204336,204340,
104088,104088,
204536,204540,
104092,104092,
204736,204740,
104096,104096,
204936,204940,
104100,104100,
205136,205140,
104104,104104,
205336,205340,
104108,104108,
205536,205540,
104112,104112,
205736,205740,
104116,104116,
205936,205940,
104120,104120,
206136,206140,
104124,104124,
206336,206340,
104128,104128,
206536,206540,
104132,104132,
206736,206740,
104136,104136,
206936,206940,
104140,104140,
207136,207140,
104144,104144,
207336,207340,
104148,104148,
207536,207540,
104152,104152,
207736,207740,
104156,104156,
207936,207940,
104160,104160,
208136,208140,
104164,104164,
208336,208340,
104168,104168,
208536,208540,
104172,104172,
208736,208740,
104176,104176,
208936,208940,
104180,104180,
209136,209140,
104184,104184,
209336,209340,
104188,104188,
209536,209540,
104192,104192,
209736,209740,
104196,104196,
209936,209940,
304136,304140,
104000,104000,
200144,200148,
104004,104004,
200344,200348,
104008,104008,
200544,200548,
104012,104012,
200744,200748,
104016,104016,
200944,200948,
104020,104020,
201144,201148,
104024,104024,
201344,201348,
104028,104028,
201544,201548,
104032,104032,
201744,201748,
104036,104036,
201944,201948,
104040,104040,
202144,202148,
104044,104044,
202344,202348,
104048,104048,
202544,202548,
104052,104052,
202744,202748,
104056,104056,
202944,202948,
104060,104060,
203144,203148,
104064,104064,
203344,203348,
104068,104068,
203544,203548,
104072,104072,
203744,203748,
104076,104076,
203944,203948,
104080,104080,
204144,204148,
104084,104084,
204344,204348,
104088,104088,
204544,204548,
104092,104092,
204744,204748,
104096,104096,
204944,204948,
104100,104100,
205144,205148,
104104,104104,
205344,205348,
104108,104108,
205544,205548,
104112,104112,
205744,205748,
104116,104116,
205944,205948,
104120,104120,
206144,206148,
104124,104124,
206344,206348,
104128,104128,
206544,206548,
104132,104132,
206744,206748,
104136,104136,
206944,206948,
104140,104140,
207144,207148,
104144,104144,
207344,207348,
104148,104148,
207544,207548,
104152,104152,
207744,207748,
104156,104156,
207944,207948,
104160,104160,
208144,208148,
104164,104164,
208344,208348,
104168,104168,
208544,208548,
104172,104172,
208744,208748,
104176,104176,
208944,208948,
104180,104180,
209144,209148,
104184,104184,
209344,209348,
104188,104188,
209544,209548,
104192,104192,
209744,209748,
104196,104196,
209944,209948,
304144,304148,
104000,104000,
200152,200156,
104004,104004,
200352,200356,
104008,104008,
200552,200556,
104012,104012,
200752,200756,
104016,104016,
200952,200956,
104020,104020,
201152,201156,
104024,104024,
201352,201356,
104028,104028,
201552,201556,
104032,104032,
201752,201756,
104036,104036,
201952,201956,
104040,104040,
202152,202156,
104044,104044,
202352,202356,
104048,104048,
202552,202556,
104052,104052,
202752,202756,
104056,104056,
202952,202956,
104060,104060,
203152,203156,
104064,104064,
203352,203356,
104068,104068,
203552,203556,
104072,104072,
203752,203756,
104076,104076,
203952,203956,
104080,104080,
204152,204156,
104084,104084,
204352,204356,
104088,104088,
204552,204556,
104092,104092,
204752,204756,
104096,104096,
204952,204956,
104100,104100,
205152,205156,
104104,104104,
205352,205356,
104108,104108,
205552,205556,
104112,104112,
205752,205756,
104116,104116,
205952,205956,
104120,104120,
206152,206156,
104124,104124,
206352,206356,
104128,104128,
206552,206556,
104132,104132,
206752,206756,
104136,104136,
206952,206956,
104140,104140,
207152,207156,
104144,104144,
207352,207356,
104148,104148,
207552,207556,
104152,104152,
207752,207756,
104156,104156,
207952,207956,
104160,104160,
208152,208156,
104164,104164,
208352,208356,
104168,104168,
208552,208556,
104172,104172,
208752,208756,
104176,104176,
208952,208956,
104180,104180,
209152,209156,
104184,104184,
209352,209356,
104188,104188,
209552,209556,
104192,104192,
209752,209756,
104196,104196,
209952,209956,
304152,304156,
104000,104000,
200160,200164,
104004,104004,
200360,200364,
104008,104008,
200560,200564,
104012,104012,
200760,200764,
104016,104016,
200960,200964,
104020,104020,
201160,201164,
104024,104024,
201360,201364,
104028,104028,
201560,201564,
104032,104032,
201760,201764,
104036,104036,
201960,201964,
104040,104040,
202160,202164,
104044,104044,
202360,202364,
104048,104048,
202560,202564,
104052,104052,
202760,202764,
104056,104056,
202960,202964,
104060,104060,
203160,203164,
104064,104064,
203360,203364,
104068,104068,
203560,203564,
104072,104072,
203760,203764,
104076,104076,
203960,203964,
104080,104080,
204160,204164,
104084,104084,
204360,204364,
104088,104088,
204560,204564,
104092,104092,
204760,204764,
104096,104096,
204960,204964,
104100,104100,
205160,205164,
104104,104104,
205360,205364,
104108,104108,
205560,205564,
104112,104112,
205760,205764,
104116,104116,
205960,205964,
104120,104120,
206160,206164,
104124,104124,
206360,206364,
104128,104128,
206560,206564,
104132,104132,
206760,206764,
104136,104136,
206960,206964,
104140,104140,
207160,207164,
104144,104144,
207360,207364,
104148,104148,
207560,207564,
104152,104152,
207760,207764,
104156,104156,
207960,207964,
104160,104160,
208160,208164,
104164,104164,
208360,208364,
104168,104168,
208560,208564,
104172,104172,
208760,208764,
104176,104176,
208960,208964,
104180,104180,
209160,209164,
104184,104184,
209360,209364,
104188,104188,
209560,209564,
104192,104192,
209760,209764,
104196,104196,
209960,209964,
304160,304164,
104000,104000,
200168,200172,
104004,104004,
200368,200372,
104008,104008,
200568,200572,
104012,104012,
200768,200772,
104016,104016,
200968,200972,
104020,104020,
201168,201172,
104024,104024,
201368,201372,
104028,104028,
201568,201572,
104032,104032,
201768,201772,
104036,104036,
201968,201972,
104040,104040,
202168,202172,
104044,104044,
202368,202372,
104048,104048,
202568,202572,
104052,104052,
202768,202772,
104056,104056,
202968,202972,
104060,104060,
203168,203172,
104064,104064,
203368,203372,
104068,104068,
203568,203572,
104072,104072,
203768,203772,
104076,104076,
203968,203972,
104080,104080,
204168,204172,
104084,104084,
204368,204372,
104088,104088,
204568,204572,
104092,104092,
204768,204772,
104096,104096,
204968,204972,
104100,104100,
205168,205172,
104104,104104,
205368,205372,
104108,104108,
205568,205572,
104112,104112,
205768,205772,
104116,104116,
205968,205972,
104120,104120,
206168,206172,
104124,104124,
206368,206372,
104128,104128,
206568,206572,
104132,104132,
206768,206772,
104136,104136,
206968,206972,
104140,104140,
207168,207172,
104144,104144,
207368,207372,
104148,104148,
207568,207572,
104152,104152,
207768,207772,
104156,104156,
207968,207972,
104160,104160,
208168,208172,
104164,104164,
208368,208372,
104168,104168,
208568,208572,
104172,104172,
208768,208772,
104176,104176,
208968,208972,
104180,104180,
209168,209172,
104184,104184,
209368,209372,
104188,104188,
209568,209572,
104192,104192,
209768,209772,
104196,104196,
209968,209972,
304168,304172,
104000,104000,
200176,200180,
104004,104004,
200376,200380,
104008,104008,
200576,200580,
104012,104012,
200776,200780,
104016,104016,
200976,200980,
104020,104020,
201176,201180,
104024,104024,
201376,201380,
104028,104028,
201576,201580,
104032,104032,
201776,201780,
104036,104036,
201976,201980,
104040,104040,
202176,202180,
104044,104044,
202376,202380,
104048,104048,
202576,202580,
104052,104052,
202776,202780,
104056,104056,
202976,202980,
104060,104060,
203176,203180,
104064,104064,
203376,203380,
104068,104068,
203576,203580,
104072,104072,
203776,203780,
104076,104076,
203976,203980,
104080,104080,
204176,204180,
104084,104084,
204376,204380,
104088,104088,
204576,204580,
104092,104092,
204776,204780,
104096,104096,
204976,204980,
104100,104100,
205176,205180,
104104,104104,
205376,205380,
104108,104108,
205576,205580,
104112,104112,
205776,205780,
104116,104116,
205976,205980,
104120,104120,
206176,206180,
104124,104124,
206376,206380,
104128,104128,
206576,206580,
104132,104132,
206776,206780,
104136,104136,
206976,206980,
104140,104140,
207176,207180,
104144,104144,
207376,207380,
104148,104148,
207576,207580,
104152,104152,
207776,207780,
104156,104156,
207976,207980,
104160,104160,
208176,208180,
104164,104164,
208376,208380,
104168,104168,
208576,208580,
104172,104172,
208776,208780,
104176,104176,
208976,208980,
104180,104180,
209176,209180,
104184,104184,
209376,209380,
104188,104188,
209576,209580,
104192,104192,
209776,209780,
104196,104196,
209976,209980,
304176,304180,
104000,104000,
200184,200188,
104004,104004,
200384,200388,
104008,104008,
200584,200588,
104012,104012,
200784,200788,
104016,104016,
200984,200988,
104020,104020,
201184,201188,
104024,104024,
201384,201388,
104028,104028,
201584,201588,
104032,104032,
201784,201788,
104036,104036,
201984,201988,
104040,104040,
202184,202188,
104044,104044,
202384,202388,
104048,104048,
202584,202588,
104052,104052,
202784,202788,
104056,104056,
202984,202988,
104060,104060,
203184,203188,
104064,104064,
203384,203388,
104068,104068,
203584,203588,
104072,104072,
203784,203788,
104076,104076,
203984,203988,
104080,104080,
204184,204188,
104084,104084,
204384,204388,
104088,104088,
204584,204588,
104092,104092,
204784,204788,
104096,104096,
204984,204988,
104100,104100,
205184,205188,
104104,104104,
205384,205388,
104108,104108,
205584,205588,
104112,104112,
205784,205788,
